ceps_coef1,ceps_coef2,ceps_coef3,ceps_coef4,ceps_coef5,ceps_coef6,ceps_coef7,ceps_coef8,ceps_coef9,ceps_coef10,ceps_coef11,ceps_coef12,delta_ceps_coef1,delta_ceps_coef2,delta_ceps_coef3,delta_ceps_coef4,delta_ceps_coef5,delta_ceps_coef6,delta_ceps_coef7,delta_ceps_coef8,delta_ceps_coef9,delta_ceps_coef10,delta_ceps_coef11,delta_ceps_coef12,delta_delta_ceps_coef1,delta_delta_ceps_coef2,delta_delta_ceps_coef3,delta_delta_ceps_coef4,delta_delta_ceps_coef5,delta_delta_ceps_coef6,delta_delta_ceps_coef7,delta_delta_ceps_coef8,delta_delta_ceps_coef9,delta_delta_ceps_coef10,delta_delta_ceps_coef11,delta_delta_ceps_coef12,energy_coef,delta_energy_coef,delta_delta_energy_coef,label
-608.2647094726562,95.51657104492188,25.11618232727051,1.3114399909973145,21.12539291381836,16.620050430297848,0.5618624091148376,-0.2493043541908264,-3.0342698097229004,-3.249115467071533,4.253171920776366,0.8404126763343811,-20.71155548095703,0.9447866082191468,1.5357905626296997,0.3963128626346588,0.7919880151748657,1.548765778541565,1.391246676445007,0.2124045193195343,0.4824869930744171,0.3115411102771759,0.0059678712859749785,0.4487012922763825,2.5132644176483154,-2.439833641052246,-0.0956396907567978,0.3050183653831482,-0.3141632974147797,0.0281627643853426,0.7194711565971375,0.12373160570859908,0.07461237907409668,0.4538458585739136,0.30050894618034363,0.420880913734436,0.10008572120704326,-0.0314077597092401,0.020336568628152717,VE
-507.6212768554688,75.306884765625,5.247019767761231,-11.396612167358398,-33.646556854248054,-49.5539665222168,-4.272874355316162,-22.15574836730957,-23.30107307434082,3.2262156009674072,-17.77057456970215,-5.069310188293457,-15.147419929504395,-0.4173482656478882,0.030831011012196537,-0.3509405851364136,-0.1301579773426056,-0.3709801137447357,-0.2694525718688965,0.09521413594484328,0.24272798001766205,0.017708195373415947,0.8709494471549988,-0.2045558840036392,3.6285169124603267,-1.0667716264724731,-0.12620869278907776,0.3048669695854187,0.21695537865161896,0.9361817836761476,0.2596381604671478,0.4396792650222778,0.5904929637908936,-0.2819887697696686,0.8575223684310913,-0.06232087686657905,0.7039184743029305,-0.11653930964857813,-0.025140719865406454,WO
-317.0849609375,16.938236236572266,-16.961313247680664,103.91449737548828,-26.20802116394043,-16.563838958740234,-5.958559513092041,18.54278945922852,-26.09767723083496,13.381463050842285,-32.410831451416016,22.24195671081543,-9.661185264587402,2.5700924396514893,1.0583598613739014,-1.727663516998291,-0.3603264391422272,2.1073942184448238,-1.9433091878890991,0.5462634563446045,0.01318584941327572,0.07727444171905518,0.9937034845352172,-0.2777746915817261,1.3444130420684814,-0.5557995438575745,0.6236399412155151,-2.5122554302215576,0.5712718963623047,0.6991337537765503,-0.2738454043865204,-0.5621240139007568,0.7445437908172607,-0.1651007980108261,0.9502848982810974,-0.14107902348041534,1.5727537884741551,-0.31616105801277594,0.023401492232572433,I
-399.1723327636719,70.10467529296875,-55.20578384399414,6.6253929138183585,-24.259801864624023,-29.36351585388184,-10.238117218017578,-23.67007255554199,7.557235717773437,-18.84357452392578,4.184181213378906,-8.39238166809082,-7.835360050201416,0.4300138056278229,-2.1617352962493896,-0.1606759876012802,-0.6315658092498779,0.4349955022335053,-0.01940531656146049,-0.4107881188392639,0.16953249275684354,-0.02087652124464512,0.2554795444011688,-0.1989772766828537,1.7648355960845947,-0.7855385541915894,0.3841420114040375,-0.16462822258472445,0.056299284100532525,0.4265251755714417,-0.048030585050582886,0.2229081988334656,-0.1830250918865204,0.2326699793338776,-0.10939507931470872,0.10185398906469344,0.3911506061892192,-0.06882875649915067,-0.0019259895172604464,WO
-422.9875793457031,12.863936424255373,15.849844932556152,19.0728759765625,18.837905883789066,-6.959300994873048,-6.8351898193359375,3.778199434280396,-10.880170822143556,-10.239455223083496,-1.0249009132385254,-4.1332969665527335,-10.665801048278807,1.477709412574768,1.051008224487305,-1.8328601121902464,0.2073257118463516,0.05433501303195954,0.5018219947814941,-0.3908177614212036,0.15477141737937927,0.4483194947242737,-0.35136184096336365,0.03964432328939438,1.5064303874969482,0.9929737448692322,-0.19592007994651794,-1.2609702348709106,-0.6816083192825317,0.15947899222373962,0.2279656082391739,-0.4042454361915589,0.3174305558204651,0.33450132608413696,-0.09552228450775146,0.08207841217517853,0.19521524347538502,-0.05295760249718797,0.016393536287301756,I
-340.7051086425781,56.13748168945313,-41.18193054199219,32.74491500854492,16.925376892089847,-7.173952102661133,-10.48855209350586,-41.048973083496094,19.331167221069336,3.0804991722106934,-37.56589126586914,9.408503532409668,-13.931758880615234,0.13379009068012238,-0.0996927171945572,3.236305952072144,0.9159042835235596,-0.4007905423641205,-1.376151442527771,-1.001270055770874,2.4093377590179443,0.2231699377298355,-2.0359876155853267,0.5623840093612671,2.65356993675232,-2.5104188919067383,2.1228592395782466,-0.4615475833415985,-0.05506205931305885,0.3804975152015686,0.5021159648895264,1.853809118270874,0.34785211086273193,-0.049310509115457535,1.128058910369873,-0.08944198489189148,0.25675742640870025,-0.03400541489440222,0.00832123307114096,WE
-381.82403564453125,77.55696868896484,-14.489879608154295,3.142416954040528,11.585111618041992,-9.536072731018066,-25.472400665283203,-12.782319068908693,-0.7261066436767578,-6.78601598739624,-2.07517409324646,1.069123148918152,-9.799436569213867,2.5066702365875244,-0.6702480316162109,0.3889168500900269,0.5945060849189758,-0.7686141133308411,0.7678120136260986,-0.5733141303062439,0.7035138607025146,-0.9090608954429626,0.9019333720207214,-0.4846064150333405,2.5923612117767334,-0.8376513719558716,0.4175179302692413,0.3734947741031647,-0.4937482476234436,0.29784199595451355,0.6984354853630066,0.2392912060022354,0.060110472142696374,0.17592330276966095,0.27645331621170044,-0.029935538768768314,0.22980803261194915,-0.018213555745551148,0.004829365649176409,VE
-560.2821655273439,42.82278060913086,5.4264326095581055,14.7456636428833,-33.92566680908203,-29.193645477294922,-3.544945478439331,-0.3132291734218597,-17.855937957763672,5.376174449920653,2.6841399669647217,-11.526045799255373,-8.602832794189451,-0.3697944283485413,-0.3745212554931641,-0.5316430926322937,-0.08694753795862198,0.4251039326190949,0.0815756544470787,0.1535835564136505,0.5625612139701843,0.0938287153840065,-0.09467757493257524,0.3280756175518036,2.21569299697876,-0.12953436374664307,-0.21787117421627045,-0.42264363169670105,0.1652655154466629,0.5555403232574463,0.15447932481765747,0.05173072963953018,0.5847776532173157,-0.04368385672569275,-0.11885788291692735,0.3410381376743317,0.6396508722292401,-0.005516752398559279,-0.004307005533223982,WO
-320.1847229003906,61.89554214477539,-83.33450317382812,73.68165588378906,-27.59215545654297,-0.8192805647850037,-67.30577087402344,15.186966896057127,-19.880998611450195,-13.939167022705078,-6.428789138793945,-12.726266860961914,-25.60354995727539,0.8711882233619691,0.3507342636585236,4.517658710479736,-1.3805018663406372,-1.0330512523651123,1.1545904874801636,2.8688910007476807,0.18490181863307956,-1.8962000608444212,0.7066993713378906,0.06612282246351242,-0.1699356734752655,-4.190229415893556,5.383732795715332,-4.618277549743652,1.7755068540573118,0.2578426003456116,3.8111729621887207,-0.5645278096199036,1.3289954662322998,0.9793005585670472,1.1390076875686646,1.2196671962738037,0.7730958064121947,-0.20959641616956126,0.03560115218090321,VE
-449.1922912597656,46.9813346862793,-16.694347381591793,17.87291145324707,8.989557266235352,7.636489391326903,-3.8093662261962886,-10.65225315093994,-22.75678825378418,2.6486144065856934,-15.901287078857422,10.323690414428713,-13.15153980255127,0.6577193140983582,0.549898624420166,1.4052876234054563,0.6794801354408264,0.6771363019943237,0.4144909381866455,0.9442534446716307,0.5622672438621521,-0.07909686118364334,0.1972686201334,-0.08643265068531036,2.2143943309783936,-0.017296228557825092,0.8704358339309692,-0.20564016699790955,-0.3919556438922882,-0.12314531952142715,0.14680422842502594,0.30338054895401,0.6979781985282898,-0.07660165429115295,0.6231526732444763,-0.23346385359764102,0.19231322917531046,-0.03796750643133319,0.005501383556813794,EU
